0,1,2,3,4,5
0.079512,0.003167,0.980032,0.825923,0.548492,0.676932
0.823700,0.514448,0.133029,0.085584,0.317512,0.627633
0.619133,0.824592,0.221852,0.253955,0.901666,0.653837
0.869542,0.614707,0.674503,0.145324,0.522703,0.164164
0.878899,0.264568,0.876801,0.112803,0.422356,0.867613
0.333789,0.419009,0.021331,0.553176,0.519425,0.577551
0.020076,0.567237,0.306750,0.198639,0.356600,0.763587
0.968083,0.646826,0.370948,0.305231,0.977406,0.911231
0.816854,0.567354,0.025522,0.761570,0.292045,0.438434
0.390502,0.433467,0.516220,0.182443,0.313465,0.694861
0.740290,0.337817,0.647210,0.725705,0.708575,0.812832
0.063102,0.121758,0.496722,0.451533,0.170085,0.520657
0.395966,0.911724,0.389724,0.863640,0.306801,0.970450
0.320565,0.419001,0.749590,0.630421,0.928593,0.679809
0.214762,0.732745,0.269750,0.293896,0.468430,0.120635
0.137671,0.384596,0.828587,0.835560,0.616080,0.515478
0.709645,0.518832,0.723232,0.664638,0.849142,0.909173
0.144693,0.686466,0.188849,0.857940,0.209766,0.386249
0.998433,0.319293,0.280954,0.447971,0.899032,0.152804
0.546580,0.784221,0.624301,0.019264,0.415162,0.375573
0.117961,0.667179,0.470375,0.221862,0.975484,0.024449
0.721603,0.964881,0.780773,0.038726,0.919691,0.789958
0.730149,0.978434,0.267182,0.775192,0.213205,0.261418
0.059975,0.091859,0.305520,0.246759,0.433769,0.727372
0.001516,0.912874,0.814345,0.297992,0.558235,0.898883
0.221642,0.887561,0.163171,0.462204,0.967840,0.972936
0.601174,0.802059,0.086293,0.907985,0.466542,0.153231
0.759136,0.192697,0.582238,0.941702,0.075043,0.315766
0.163478,0.736629,0.801651,0.107658,0.198213,0.879996
0.711500,0.943714,0.912532,0.494124,0.612420,0.280860
0.958663,0.582364,0.011863,0.602495,0.295165,0.281787
0.035544,0.231197,0.130958,0.887686,0.855503,0.819132
0.791817,0.004992,0.183768,0.544259,0.205915,0.179633
0.189311,0.190607,0.629242,0.373621,0.485856,0.032894
0.673719,0.997861,0.068320,0.758022,0.663870,0.377590
0.736832,0.256091,0.902575,0.989626,0.960706,0.769325
0.000333,0.242429,0.254688,0.018976,0.446711,0.692199
0.676299,0.661128,0.417669,0.403938,0.697990,0.203770
0.786487,0.436914,0.189745,0.890871,0.359076,0.759065
0.682895,0.832160,0.194023,0.755408,0.413306,0.223218
0.678469,0.625860,0.936620,0.118146,0.478844,0.684357
0.782107,0.088558,0.421167,0.823077,0.108998,0.973656
0.102539,0.448720,0.437434,0.644393,0.458222,0.802859
0.396056,0.597715,0.634133,0.266845,0.950391,0.123457
0.010851,0.843500,0.033979,0.406009,0.190548,0.888960
0.782273,0.690662,0.999223,0.197784,0.005762,0.643919
0.063709,0.532256,0.408003,0.865479,0.315453,0.535446
0.775513,0.628540,0.347985,0.126223,0.788067,0.624139
0.917486,0.591880,0.988388,0.299623,0.668869,0.447484
0.772809,0.532305,0.284617,0.932858,0.846043,0.558535
0.417701,0.886633,0.780643,0.269006,0.938674,0.928651
0.724851,0.428015,0.433349,0.949607,0.323199,0.895229
0.878545,0.071802,0.773938,0.724050,0.812021,0.614293
0.939968,0.695483,0.919740,0.885972,0.866698,0.723979
0.851390,0.908026,0.175057,0.892014,0.431848,0.979336
0.229588,0.181422,0.453065,0.491964,0.318030,0.746279
0.824399,0.396658,0.899096,0.394113,0.190695,0.141715
0.420327,0.242742,0.062054,0.443801,0.256103,0.456912
0.130722,0.195420,0.895094,0.902913,0.539733,0.351972
0.411572,0.916181,0.705925,0.967325,0.277262,0.306899
0.058096,0.877545,0.550137,0.114045,0.318868,0.552363
0.135932,0.217641,0.572979,0.292757,0.726270,0.293562
0.176128,0.674062,0.292523,0.270583,0.736064,0.890268
0.161546,0.825643,0.087217,0.061206,0.446240,0.955050
0.444640,0.271732,0.048654,0.391361,0.961207,0.268914
0.429037,0.009307,0.261351,0.430402,0.982046,0.909428
0.079687,0.097128,0.116814,0.851440,0.063038,0.137018
0.599956,0.901134,0.985087,0.074376,0.774475,0.774257
0.174170,0.503470,0.981988,0.584137,0.986327,0.534075
0.104492,0.865023,0.856483,0.009721,0.564007,0.034961
0.479284,0.951321,0.249466,0.469014,0.951797,0.495614
0.076685,0.289739,0.656854,0.575701,0.610737,0.479228
0.338736,0.874236,0.617492,0.952990,0.888244,0.556041
0.914919,0.288336,0.648706,0.983252,0.163729,0.943702
0.566089,0.794735,0.461715,0.421660,0.341745,0.875370
0.951747,0.478329,0.248545,0.613745,0.393666,0.478696
0.026330,0.046682,0.456753,0.606408,0.156279,0.168585
0.684127,0.933792,0.538383,0.224341,0.977527,0.695475
0.376661,0.489103,0.229583,0.608469,0.711766,0.098761
0.174542,0.446809,0.177268,0.046018,0.307479,0.389808
0.816459,0.272511,0.476356,0.686688,0.128042,0.134241
0.129818,0.801539,0.118960,0.377023,0.287367,0.375131
0.085958,0.618565,0.489025,0.383263,0.644777,0.238914
0.332428,0.808552,0.736764,0.728745,0.303575,0.129154
0.050463,0.769465,0.155484,0.198393,0.470914,0.241422
0.512575,0.337626,0.736323,0.134867,0.828538,0.101129
0.666975,0.189148,0.216569,0.631306,0.446868,0.374374
0.899414,0.634870,0.248363,0.280592,0.742531,0.116045
0.912257,0.986957,0.497072,0.295083,0.835271,0.708814
0.033787,0.753164,0.159125,0.029079,0.644048,0.816776
0.367398,0.364478,0.172807,0.862336,0.084713,0.468153
0.589397,0.538323,0.149125,0.735229,0.626486,0.005799
0.318756,0.298848,0.349709,0.602790,0.096293,0.151970
0.344454,0.285196,0.041838,0.104586,0.197253,0.360598
0.029962,0.874974,0.069648,0.981364,0.381811,0.634121
0.961391,0.074993,0.145112,0.448731,0.591747,0.930606
0.144998,0.528123,0.624643,0.780242,0.919710,0.791996
0.709685,0.224836,0.972718,0.911783,0.953010,0.301055
0.916560,0.443962,0.262646,0.037985,0.092703,0.278604
0.734658,0.279685,0.605853,0.187506,0.265767,0.336016
0.557829,0.450969,0.609732,0.860623,0.737574,0.858321
0.175225,0.542817,0.522604,0.305155,0.964413,0.879220
0.859496,0.851474,0.477765,0.217553,0.325378,0.911001
0.317047,0.464287,0.899700,0.986591,0.337292,0.045406
0.567507,0.938621,0.460976,0.160518,0.833218,0.029042
0.643903,0.577224,0.305447,0.973936,0.414454,0.287842
0.441431,0.377154,0.904051,0.506208,0.045000,0.834690
0.891779,0.500240,0.505521,0.502543,0.951115,0.150163
0.232194,0.018454,0.975411,0.370171,0.063457,0.671222
0.780289,0.301370,0.422203,0.513280,0.745244,0.933669
0.933222,0.345526,0.987659,0.176740,0.620043,0.575030
0.951420,0.997243,0.371933,0.012918,0.435952,0.976397
0.122016,0.703937,0.573959,0.094427,0.182531,0.030059
0.680315,0.670556,0.943806,0.367490,0.344602,0.097606
0.217500,0.542644,0.383141,0.629441,0.727077,0.854018
0.378676,0.093561,0.317952,0.418674,0.523976,0.366846
0.801851,0.273079,0.514520,0.085447,0.116619,0.963677
0.848840,0.005543,0.194974,0.315695,0.649837,0.679796
0.015504,0.881440,0.518058,0.682158,0.211680,0.255391
0.040179,0.683011,0.112664,0.097427,0.039861,0.938853
0.473972,0.857070,0.486277,0.811257,0.779327,0.671317
0.239875,0.256274,0.160870,0.874149,0.831267,0.802224
0.332398,0.604275,0.887060,0.839382,0.378502,0.872189
0.621352,0.753105,0.433046,0.083530,0.798684,0.507912
0.133572,0.101067,0.581687,0.469352,0.433470,0.213329
0.981653,0.155510,0.617317,0.501819,0.295868,0.466538
0.236774,0.928780,0.291201,0.427980,0.801454,0.929387
0.017253,0.508540,0.893156,0.827094,0.306428,0.443125
0.308429,0.736085,0.147780,0.367110,0.347937,0.870207
0.645611,0.595757,0.194215,0.317265,0.179074,0.984864
0.515939,0.271871,0.321207,0.616635,0.334342,0.542156
0.505432,0.715457,0.577698,0.226317,0.972132,0.141081
0.146435,0.665242,0.024598,0.756949,0.683536,0.402373
0.107679,0.189875,0.498102,0.517053,0.704692,0.778855
0.214811,0.607589,0.039223,0.341933,0.574136,0.540397
0.507004,0.833588,0.031983,0.270856,0.162423,0.996807
0.633811,0.991694,0.922847,0.836514,0.676170,0.603106
0.216551,0.945591,0.972086,0.744331,0.532031,0.725954
0.853926,0.725502,0.445828,0.550930,0.616831,0.779635
0.999798,0.136162,0.999659,0.857066,0.611562,0.831010
0.774827,0.753822,0.948029,0.249147,0.975254,0.091240
0.472041,0.171846,0.587874,0.771499,0.625459,0.181583
0.877811,0.952978,0.356121,0.973916,0.855791,0.675138
0.914931,0.219281,0.126684,0.221750,0.383178,0.093644
0.692766,0.895802,0.752776,0.937374,0.813783,0.278443
0.229423,0.676790,0.097165,0.782452,0.243087,0.263911
0.296870,0.773356,0.906565,0.893193,0.064535,0.576081
0.713704,0.205344,0.417451,0.671733,0.743294,0.186685
0.895208,0.741098,0.222326,0.192215,0.069923,0.664656
0.041427,0.126418,0.075454,0.207603,0.677861,0.095130
0.551420,0.302346,0.964778,0.828256,0.646400,0.256254
0.385387,0.363022,0.509273,0.389743,0.530353,0.443216
0.182260,0.663464,0.808999,0.890177,0.210183,0.675048
0.732150,0.437694,0.856911,0.549279,0.991753,0.273540
0.569690,0.240450,0.983993,0.287251,0.081256,0.429639
0.491833,0.137195,0.500070,0.363819,0.311501,0.973997
0.818988,0.530521,0.602022,0.837390,0.884818,0.485281
0.198699,0.411778,0.033831,0.647623,0.365691,0.660449
0.392698,0.839646,0.813215,0.828930,0.216101,0.752458
0.985220,0.558425,0.865718,0.070836,0.603211,0.046122
0.903092,0.626532,0.501457,0.970450,0.946822,0.342151
0.005658,0.474922,0.528190,0.690955,0.392943,0.465992
0.232550,0.144782,0.901868,0.073460,0.694111,0.370427
0.468193,0.596499,0.507337,0.970173,0.898447,0.780793
0.817591,0.678717,0.432557,0.608094,0.017568,0.987836
0.710753,0.505570,0.146769,0.052410,0.186140,0.159383
0.860378,0.498205,0.202191,0.600276,0.650505,0.321113
0.916067,0.619371,0.281086,0.829560,0.395649,0.932422
0.620181,0.128793,0.558720,0.016232,0.123291,0.142559
0.959103,0.863604,0.715017,0.995301,0.832594,0.646963
0.888021,0.683370,0.777412,0.611667,0.512202,0.808888
0.504595,0.707103,0.174857,0.294288,0.874873,0.879439
0.486328,0.575917,0.438167,0.602531,0.088433,0.006838
0.489588,0.181020,0.117310,0.955656,0.381720,0.841571
0.127227,0.220240,0.643373,0.636667,0.438968,0.596134
0.275377,0.916215,0.696258,0.102472,0.318806,0.838955
0.624485,0.647625,0.040292,0.852358,0.861948,0.734434
0.771858,0.119133,0.286877,0.243934,0.594578,0.830368
0.325508,0.726055,0.520997,0.281022,0.799267,0.492726
0.229227,0.001135,0.865711,0.919191,0.071607,0.318840
0.179735,0.695049,0.095692,0.658346,0.473735,0.629231
0.443567,0.530994,0.502003,0.272040,0.822977,0.687651
0.879031,0.464527,0.057456,0.010452,0.952811,0.030595
0.215520,0.581047,0.839665,0.458989,0.874734,0.221592
0.867743,0.218710,0.934138,0.660235,0.887213,0.376057
0.421109,0.402567,0.138457,0.723147,0.972535,0.040793
0.241118,0.983827,0.908468,0.427463,0.702231,0.428979
0.530656,0.505529,0.582974,0.801296,0.178835,0.356559
0.009609,0.637250,0.167004,0.686319,0.161594,0.816545
0.312954,0.895166,0.718146,0.801636,0.204890,0.672762
0.118883,0.700189,0.338307,0.297477,0.606592,0.430127
0.710914,0.845791,0.709197,0.133881,0.977945,0.026595
0.177604,0.723990,0.782773,0.964074,0.057681,0.989401
0.883622,0.818718,0.463150,0.912264,0.048795,0.301147
0.044437,0.143829,0.392473,0.860291,0.742857,0.722385
0.622739,0.411876,0.153116,0.832790,0.929652,0.239567
0.849820,0.451222,0.574136,0.526621,0.865891,0.721156
0.597124,0.804173,0.738265,0.014862,0.065768,0.233934
0.970164,0.692229,0.596650,0.512966,0.636791,0.328792
0.264215,0.481736,0.836691,0.476168,0.628763,0.592520
0.072208,0.027990,0.854951,0.731792,0.266247,0.192571
0.670606,0.680898,0.105068,0.775857,0.800585,0.721326
0.389742,0.642633,0.294638,0.064893,0.120698,0.153522
0.937741,0.592117,0.147658,0.447703,0.368783,0.395369
0.314632,0.371431,0.233008,0.016934,0.746334,0.152970
0.747308,0.642924,0.205972,0.242833,0.595776,0.515622
0.018334,0.062699,0.333880,0.616275,0.503073,0.413481
0.711324,0.180216,0.747880,0.501155,0.102599,0.597337
0.466711,0.890569,0.816677,0.803899,0.267166,0.049360
0.386913,0.879313,0.404546,0.508622,0.225068,0.518770
0.237318,0.652796,0.355406,0.250062,0.749438,0.225812
0.764866,0.199011,0.404362,0.592329,0.418870,0.533510
0.170478,0.385919,0.843953,0.120362,0.503862,0.936195
0.400667,0.032097,0.896648,0.275019,0.457809,0.041035
0.280281,0.359583,0.652100,0.853639,0.190756,0.805515
0.704030,0.021530,0.420381,0.171108,0.723579,0.047022
0.276144,0.392820,0.953883,0.876897,0.307253,0.936948
0.447724,0.082311,0.824951,0.528786,0.874584,0.482890
0.916779,0.487544,0.432559,0.078195,0.598834,0.939238
0.018706,0.297316,0.678903,0.162894,0.229809,0.795192
0.462940,0.447316,0.516146,0.381389,0.786428,0.068370
0.672512,0.886859,0.402879,0.234255,0.752424,0.740890
0.056635,0.114842,0.574922,0.072044,0.566069,0.287141
0.179805,0.395410,0.402740,0.307452,0.386013,0.769944
0.992564,0.448705,0.611919,0.195865,0.741275,0.707067
0.458044,0.799209,0.050387,0.752422,0.751742,0.544537
0.219091,0.579227,0.499929,0.775252,0.283590,0.981108
0.177161,0.442605,0.261956,0.209721,0.282666,0.774070
0.881666,0.351628,0.790871,0.195988,0.426436,0.291858
0.514355,0.749805,0.196836,0.206674,0.551801,0.863396
0.519937,0.738443,0.394781,0.348815,0.254134,0.593989
0.932796,0.461636,0.843113,0.444497,0.112916,0.229018
0.217813,0.826782,0.903453,0.690367,0.214316,0.055985
0.662596,0.989592,0.373557,0.482131,0.191869,0.965286
0.873341,0.735018,0.505658,0.608967,0.417425,0.342901
0.475191,0.620073,0.014042,0.038870,0.301132,0.592691
0.121884,0.378615,0.533347,0.821769,0.500399,0.979374
0.611008,0.128635,0.728184,0.792897,0.211662,0.725036
0.707562,0.950740,0.292269,0.557958,0.159565,0.041019
0.686098,0.509180,0.746623,0.869855,0.865089,0.767934
0.375246,0.614603,0.549973,0.289430,0.234801,0.396356
0.272965,0.048941,0.299220,0.013651,0.864215,0.581291
0.218586,0.877131,0.916710,0.888001,0.033476,0.573921
0.656622,0.600983,0.200591,0.687138,0.025676,0.154209
0.607760,0.595045,0.127576,0.223354,0.937532,0.956103
0.797723,0.344200,0.068573,0.828664,0.732714,0.777940
0.220030,0.773761,0.765353,0.611783,0.935828,0.058816
0.268284,0.481763,0.886451,0.937906,0.538049,0.049304
0.672644,0.699860,0.290572,0.457670,0.574988,0.173365
0.409972,0.134334,0.123963,0.250392,0.699744,0.214326
0.778379,0.075704,0.672050,0.206505,0.982517,0.571013
0.701436,0.393491,0.714832,0.608291,0.103026,0.143050
0.196886,0.991547,0.653392,0.235424,0.397358,0.382794
0.533435,0.351015,0.480245,0.390396,0.934609,0.650373
0.487763,0.652859,0.235871,0.351810,0.237702,0.301204
0.865966,0.090065,0.683399,0.239421,0.262525,0.202504
0.613612,0.762824,0.528642,0.838948,0.113120,0.757322
0.982070,0.247237,0.632002,0.365277,0.628987,0.891265
0.816215,0.609563,0.363643,0.586983,0.731508,0.380484
0.725680,0.402068,0.514651,0.279550,0.767115,0.840083
0.660852,0.715001,0.804871,0.926799,0.765354,0.692619
0.595492,0.843763,0.901305,0.468143,0.546323,0.764989
0.727206,0.509244,0.385777,0.949835,0.354845,0.751833
0.535611,0.828041,0.727130,0.523344,0.929266,0.899336
0.118879,0.754466,0.383854,0.660356,0.188359,0.605361
0.993831,0.556415,0.138715,0.868314,0.985069,0.315615
0.481201,0.594947,0.682577,0.998947,0.498359,0.677848
0.872413,0.975007,0.638460,0.991622,0.449038,0.438432
0.008414,0.869469,0.347781,0.875218,0.125174,0.183937
0.131069,0.404461,0.301673,0.621091,0.626965,0.142208
0.339138,0.557245,0.454052,0.300699,0.769729,0.258604
0.772646,0.822740,0.656404,0.120447,0.419389,0.150403
0.090443,0.770932,0.879187,0.088555,0.797068,0.296869
0.983307,0.650108,0.503311,0.920408,0.494492,0.906090
0.798378,0.296565,0.221844,0.321242,0.010760,0.428812
0.651194,0.765347,0.297621,0.784086,0.370124,0.380366
0.669359,0.177438,0.520203,0.066630,0.872715,0.739679
0.791983,0.219266,0.026418,0.065706,0.179365,0.187346
0.520773,0.588525,0.880334,0.111892,0.692855,0.631366
0.761303,0.552848,0.125334,0.438126,0.557560,0.402154
0.678345,0.233632,0.823011,0.391254,0.252422,0.746022
0.804127,0.653720,0.786420,0.868348,0.490446,0.999846
0.020378,0.483704,0.991293,0.559939,0.521403,0.988868
0.819861,0.076793,0.318117,0.575233,0.258954,0.986489
0.330767,0.235234,0.332953,0.226244,0.431092,0.568163
0.850395,0.052984,0.939866,0.646228,0.905238,0.413229
0.230966,0.391910,0.013347,0.799166,0.044654,0.423991
0.008480,0.200196,0.603415,0.940103,0.273464,0.266147
0.229706,0.484306,0.364996,0.037907,0.773783,0.267247
0.872894,0.593342,0.068837,0.272788,0.233034,0.411167
0.476283,0.787261,0.535969,0.292798,0.017670,0.304899
0.460585,0.405489,0.012654,0.686375,0.159716,0.921249
0.584957,0.633482,0.300392,0.732478,0.899431,0.035373
0.683746,0.820169,0.962871,0.998010,0.717974,0.925643
0.653116,0.815224,0.476047,0.161438,0.668803,0.730732
0.857077,0.703043,0.887705,0.239404,0.326662,0.484818
0.117649,0.287935,0.784747,0.016924,0.570253,0.652045
0.871452,0.034781,0.148664,0.767272,0.846970,0.656356
0.775198,0.094714,0.559123,0.365947,0.135190,0.188064
0.632350,0.436988,0.573043,0.564837,0.072394,0.048915
0.754120,0.530923,0.741028,0.049105,0.152408,0.815603
0.387967,0.203170,0.076972,0.489954,0.128987,0.527349
0.350310,0.184877,0.610084,0.121482,0.300112,0.706922
0.417046,0.588005,0.015761,0.998814,0.161033,0.075287
0.779598,0.925098,0.924533,0.370102,0.226365,0.717202
0.978127,0.044006,0.277457,0.445078,0.602884,0.718526
0.094907,0.665166,0.873493,0.116164,0.688932,0.395293
0.069016,0.033411,0.850657,0.916301,0.416620,0.252302
0.696603,0.789539,0.819025,0.357101,0.279786,0.288286
0.676044,0.567969,0.344365,0.087156,0.476882,0.937263
0.199492,0.514053,0.261773,0.740309,0.803331,0.098867
0.672585,0.350834,0.524029,0.419232,0.495156,0.942578
0.598138,0.557680,0.914228,0.127579,0.913673,0.897462
0.789587,0.152655,0.034016,0.663530,0.308143,0.649327
0.280448,0.508903,0.299587,0.307983,0.231181,0.055659
0.081231,0.020397,0.957321,0.481218,0.240504,0.638886
0.914642,0.118266,0.765084,0.006162,0.945800,0.433637
0.846857,0.674686,0.541849,0.184777,0.800414,0.493343
0.059581,0.177142,0.771600,0.121410,0.183974,0.171043
0.024776,0.725591,0.980414,0.158127,0.366141,0.908394
0.729650,0.206764,0.387619,0.912791,0.384520,0.022436
0.288890,0.319681,0.490061,0.672311,0.979381,0.808140
0.063850,0.776388,0.313783,0.348023,0.237590,0.579159
0.450354,0.494081,0.106118,0.184939,0.246332,0.423744
0.537911,0.306589,0.338295,0.655243,0.172506,0.210847
0.216225,0.500394,0.190853,0.467787,0.073193,0.818746
0.662569,0.900949,0.612677,0.169651,0.187432,0.294611
0.487451,0.041854,0.726583,0.359731,0.690227,0.238663
0.662589,0.384828,0.988417,0.682267,0.160096,0.268832
0.606738,0.771252,0.499958,0.090678,0.868010,0.773609
0.248915,0.007538,0.581788,0.004928,0.461545,0.441980
0.223580,0.428332,0.703076,0.359214,0.178117,0.933509
0.766526,0.985599,0.397455,0.662110,0.601462,0.312972
0.635975,0.823110,0.221949,0.971099,0.180096,0.250715
0.983418,0.461503,0.995613,0.691192,0.246573,0.349345
0.048281,0.462052,0.552834,0.842896,0.477954,0.763691
0.133955,0.719003,0.131348,0.443090,0.970507,0.091627
0.273366,0.335213,0.250723,0.548008,0.761767,0.742925
0.700612,0.131924,0.517175,0.143836,0.750230,0.088078
0.129042,0.781827,0.271848,0.450282,0.656508,0.464340
0.302394,0.689350,0.635327,0.821011,0.825216,0.081841
0.133730,0.606602,0.979464,0.659907,0.190742,0.868588
0.151335,0.851589,0.923221,0.989918,0.514454,0.480376
0.909403,0.986862,0.652187,0.609712,0.003771,0.874830
0.207359,0.017659,0.262378,0.918288,0.178033,0.564047
0.891483,0.289088,0.265661,0.126896,0.786365,0.095023
0.938244,0.886172,0.041400,0.489150,0.798390,0.477094
0.419911,0.442485,0.155623,0.378056,0.273798,0.577092
0.101771,0.368656,0.237628,0.054046,0.526484,0.919139
0.398063,0.368013,0.166494,0.270238,0.197269,0.475820
0.376422,0.753346,0.972131,0.109787,0.673270,0.784319
0.343008,0.484423,0.829525,0.071694,0.726689,0.977242
0.595367,0.993517,0.406086,0.517343,0.830566,0.835917
0.583191,0.452952,0.862175,0.896298,0.057200,0.121207
0.693665,0.885819,0.237618,0.248819,0.754689,0.318471
0.032825,0.707513,0.704358,0.713772,0.928027,0.079123
